suggestion_id;category;name;size;sweetness_pct;ice_pct;temperature;toppings;dairy;price_vnd;calories_kcal;caffeine_level;vegan;lactose_free;time_of_day;weather_tag;mood_tag;season;tags;rating_pred;created_at;description_vn
8701;Soda;Soda chanh;L;50;70;Lạnh;Dừa khô;Không sữa;36000;161;Thấp;TRUE;TRUE;Chiều;Bình thường;Năng lượng;Thu;trái_cây;4.12;10/11/2025 12:26;Soda chanh, size L, 50% đường, 70% đá. Phù hợp bình thường • Năng lượng.
8702;Trà trái cây;Trà chanh tươi;M;70;30;Lạnh;Bánh flan;Sữa yến mạch;33000;167;Trung bình;FALSE;FALSE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;4.41;10/11/2025 12:26;Trà chanh tươi, size M, 70% đường, 30% đá. Phù hợp nắng nóng • Năng lượng.
8703;Trà trái cây;Trà vải hoa hồng;L;0;0;Lạnh;;Sữa đậu nành;35000;108;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Thư giãn;Thu;trái_cây;4.28;10/11/2025 12:26;Trà vải hoa hồng, size L, 0% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
8704;Soda;Soda việt quất;L;50;0;Lạnh;;Sữa tươi;36000;175;Thấp;FALSE;FALSE;Trưa;Mưa;Giải khát;Hạ;;4.88;10/11/2025 12:26;Soda việt quất, size L, 50% đường, 0% đá. Phù hợp mưa • Giải khát.
8705;Sữa chua;Sữa chua việt quất;L;50;100;Nóng;Sương sáo, Trân châu hoàng kim;Sữa đậu nành;46000;321;Thấp;TRUE;TRUE;Sáng;Bình thường;Giải khát;Hạ;;4.3;10/11/2025 12:26;Sữa chua việt quất, size L, 50% đường, 100% đá. Phù hợp bình thường • Giải khát.
8706;Cà phê;Cà phê đen đá;M;70;30;Lạnh;Thạch phô mai;Sữa hạnh nhân;36000;111;Cao;FALSE;FALSE;Tối;Mưa;Giải khát;Thu;cafein_cao;3.92;10/11/2025 12:26;Cà phê đen đá, size M, 70% đường, 30% đá. Phù hợp mưa • Giải khát.
8707;Trà trái cây;Trà tắc mật ong;L;70;30;Lạnh;Kem cheese, Dừa khô;Không sữa;44000;168;Thấp;FALSE;FALSE;Chiều;Se lạnh;Tập trung;Đông;trái_cây;4.7;10/11/2025 12:26;Trà tắc mật ong, size L, 70% đường, 30% đá. Phù hợp se lạnh • Tập trung.
8708;Sữa chua;Sữa chua thạch trái cây;L;30;30;Nóng;Sương sáo;Sữa đậu nành;43000;261;Thấp;TRUE;TRUE;Sáng;Se lạnh;Thư giãn;Xuân;;4.61;10/11/2025 12:26;Sữa chua thạch trái cây, size L, 30% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
8709;Trà trái cây;Trà dưa lưới lạnh;L;30;100;Lạnh;Thạch đào;Sữa tươi;38000;158;Trung bình;FALSE;FALSE;Sáng;Se lạnh;Năng lượng;Thu;trái_cây;3.41;10/11/2025 12:26;Trà dưa lưới lạnh, size L, 30% đường, 100% đá. Phù hợp se lạnh • Năng lượng.
8710;Trà sữa;Trà ô long kem cheese;L;70;30;Nóng;Dừa khô;Sữa không lactose;51000;403;Trung bình;FALSE;TRUE;Tối;Nắng nóng;Thư giãn;Đông;kem_cheese;4.52;10/11/2025 12:26;Trà ô long kem cheese, size L, 70% đường, 30% đá. Phù hợp nắng nóng • Thư giãn.
8711;Trà trái cây;Trà vải hoa hồng;L;50;0;Lạnh;Trân châu sợi;Sữa tươi;38000;172;Trung bình;FALSE;FALSE;Trưa;Nắng nóng;Năng lượng;Hạ;trái_cây;4.76;10/11/2025 12:26;Trà vải hoa hồng, size L, 50% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
8712;Sữa chua;Sữa chua dâu;M;100;50;Nóng;;Sữa yến mạch;35000;297;Thấp;TRUE;TRUE;Chiều;Mưa;Giải khát;Hạ;trái_cây;3.67;10/11/2025 12:26;Sữa chua dâu, size M, 100% đường, 50% đá. Phù hợp mưa • Giải khát.
8713;Soda;Soda táo;S;70;30;Lạnh;;Không sữa;23000;151;Thấp;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Đông;trái_cây;4.05;10/11/2025 12:26;Soda táo, size S, 70% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
8714;Trà trái cây;Trà tắc mật ong;M;70;70;Nóng;Hạnh nhân lát, Sương sáo;Sữa đậu nành;36000;189;Trung bình;TRUE;TRUE;Trưa;Bình thường;Giải khát;Xuân;trái_cây;3.49;10/11/2025 12:26;Trà tắc mật ong, size M, 70% đường, 70% đá. Phù hợp bình thường • Giải khát.
8715;Cà phê;Cà phê muối;M;70;50;Nóng;;Sữa yến mạch;33000;97;Cao;TRUE;TRUE;Sáng;Se lạnh;Tập trung;Hạ;cafein_cao;4.45;10/11/2025 12:26;Cà phê muối, size M, 70% đường, 50% đá. Phù hợp se lạnh • Tập trung.
8716;Soda;Soda cam;L;30;0;Lạnh;Trân châu sợi, Hạnh nhân lát;Sữa đậu nành;42000;188;Thấp;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Đông;trái_cây;3.78;10/11/2025 12:26;Soda cam, size L, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
8717;Soda;Soda chanh;L;100;0;Lạnh;;Sữa tươi;36000;210;Thấp;FALSE;FALSE;Tối;Se lạnh;Giải khát;Thu;trái_cây;4.68;10/11/2025 12:26;Soda chanh, size L, 100% đường, 0% đá. Phù hợp se lạnh • Giải khát.
8718;Đá xay;Matcha đá xay;L;50;0;Lạnh;;Sữa đậu nành;50000;360;Trung bình;TRUE;TRUE;Tối;Nắng nóng;Năng lượng;Thu;matcha;3.94;10/11/2025 12:26;Matcha đá xay, size L, 50% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
8719;Cà phê;Mocha;S;50;50;Nóng;;Không sữa;25000;80;Cao;TRUE;TRUE;Tối;Bình thường;Giải khát;Đông;cafein_cao;4.24;10/11/2025 12:26;Mocha, size S, 50% đường, 50% đá. Phù hợp bình thường • Giải khát.
8720;Đá xay;Oreo đá xay;M;50;50;Lạnh;Pudding trứng, Trân châu sợi;Sữa tươi;51000;520;Thấp;FALSE;FALSE;Tối;Nắng nóng;Thư giãn;Đông;;4.75;10/11/2025 12:26;Oreo đá xay, size M, 50% đường, 50% đá. Phù hợp nắng nóng • Thư giãn.
8721;Trà trái cây;Trà nho đen lạnh;S;100;50;Nóng;;Sữa tươi;25000;180;Thấp;FALSE;FALSE;Tối;Mưa;Giải khát;Xuân;trái_cây;4.62;10/11/2025 12:26;Trà nho đen lạnh, size S, 100% đường, 50% đá. Phù hợp mưa • Giải khát.
8722;Soda;Soda kiwi;M;100;30;Lạnh;Trân châu sợi, Dừa khô;Không sữa;34000;218;Thấp;TRUE;TRUE;Sáng;Se lạnh;Năng lượng;Hạ;trái_cây;3.85;10/11/2025 12:26;Soda kiwi, size M, 100% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
8723;Đá xay;Xoài đá xay;M;30;0;Lạnh;Hạnh nhân lát, Kem cheese;Sữa đậu nành;57000;430;Thấp;FALSE;FALSE;Chiều;Se lạnh;Năng lượng;Xuân;trái_cây;3.88;10/11/2025 12:26;Xoài đá xay, size M, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
8724;Trà trái cây;Trà nhài lạnh;M;50;50;Lạnh;;Sữa tươi;30000;150;Thấp;FALSE;FALSE;Sáng;Se lạnh;Tập trung;Hạ;trái_cây;3.86;10/11/2025 12:26;Trà nhài lạnh, size M, 50% đường, 50% đá. Phù hợp se lạnh • Tập trung.
8725;Sữa chua;Sữa chua xoài;M;30;50;Nóng;Thạch nha đam, Pudding trứng;Sữa đậu nành;41000;296;Thấp;FALSE;TRUE;Sáng;Nắng nóng;Tập trung;Đông;trái_cây;4.89;10/11/2025 12:26;Sữa chua xoài, size M, 30% đường, 50% đá. Phù hợp nắng nóng • Tập trung.
8726;Trà trái cây;Trà cam bưởi;M;70;100;Nóng;;Không sữa;27000;129;Trung bình;TRUE;TRUE;Chiều;Se lạnh;Tập trung;Thu;trái_cây;3.78;10/11/2025 12:26;Trà cam bưởi, size M, 70% đường, 100% đá. Phù hợp se lạnh • Tập trung.
8727;Trà trái cây;Trà xoài tươi;L;30;50;Nóng;Kem cheese;Sữa tươi;44000;158;Trung bình;FALSE;FALSE;Chiều;Mưa;Thư giãn;Đông;trái_cây;3.68;10/11/2025 12:26;Trà xoài tươi, size L, 30% đường, 50% đá. Phù hợp mưa • Thư giãn.
8728;Soda;Soda việt quất;L;50;100;Lạnh;Hạnh nhân lát, Dừa khô;Sữa yến mạch;42000;204;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Đông;;4.08;10/11/2025 12:26;Soda việt quất, size L, 50% đường, 100% đá. Phù hợp mưa • Tập trung.
8729;Đá xay;Socola đá xay;M;30;30;Lạnh;;Không sữa;42000;294;Thấp;TRUE;TRUE;Tối;Bình thường;Thư giãn;Hạ;;3.73;10/11/2025 12:26;Socola đá xay, size M, 30% đường, 30% đá. Phù hợp bình thường • Thư giãn.
8730;Trà sữa;Trà sữa thanh long;L;30;50;Nóng;Pudding trứng, Kem cheese;Không sữa;51000;310;Thấp;FALSE;FALSE;Sáng;Mưa;Thư giãn;Thu;trái_cây;4.24;10/11/2025 12:26;Trà sữa thanh long, size L, 30% đường, 50% đá. Phù hợp mưa • Thư giãn.
8731;Soda;Soda dâu;S;70;50;Lạnh;;Sữa yến mạch;26000;170;Thấp;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Xuân;trái_cây;4.75;10/11/2025 12:26;Soda dâu, size S, 70% đường, 50% đá. Phù hợp bình thường • Thư giãn.
8732;Sữa chua;Sữa chua nha đam;S;50;70;Lạnh;;Sữa tươi;30000;275;Thấp;FALSE;FALSE;Tối;Bình thường;Tập trung;Xuân;;4.84;10/11/2025 12:26;Sữa chua nha đam, size S, 50% đường, 70% đá. Phù hợp bình thường • Tập trung.
8733;Trà sữa;Trà sữa táo kem cheese;M;50;70;Lạnh;Trân châu sợi, Dừa khô;Sữa tươi;49000;422;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Thư giãn;Thu;kem_cheese, trái_cây;3.98;10/11/2025 12:26;Trà sữa táo kem cheese, size M, 50% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
8734;Trà trái cây;Trà nhài;M;30;70;Lạnh;;Sữa đậu nành;30000;124;Thấp;TRUE;TRUE;Sáng;Bình thường;Tập trung;Xuân;trái_cây;4.02;10/11/2025 12:26;Trà nhài, size M, 30% đường, 70% đá. Phù hợp bình thường • Tập trung.
8735;Soda;Soda táo;L;0;0;Lạnh;;Sữa đậu nành;36000;126;Thấp;TRUE;TRUE;Tối;Se lạnh;Thư giãn;Xuân;trái_cây;4.87;10/11/2025 12:26;Soda táo, size L, 0% đường, 0% đá. Phù hợp se lạnh • Thư giãn.
8736;Cà phê;Mocha;L;100;0;Lạnh;Thạch nha đam, Kem cheese;Không sữa;47000;124;Cao;FALSE;FALSE;Tối;Se lạnh;Tập trung;Xuân;cafein_cao;4.74;10/11/2025 12:26;Mocha, size L, 100% đường, 0% đá. Phù hợp se lạnh • Tập trung.
8737;Trà sữa;Trà sữa bưởi phô mai;S;50;0;Lạnh;Thạch nha đam, Trân châu đen;Sữa hạnh nhân;38000;380;Thấp;TRUE;TRUE;Chiều;Bình thường;Tập trung;Hạ;trái_cây;4.0;10/11/2025 12:26;Trà sữa bưởi phô mai, size S, 50% đường, 0% đá. Phù hợp bình thường • Tập trung.
8738;Soda;Soda táo;M;100;0;Lạnh;;Không sữa;28000;168;Thấp;TRUE;TRUE;Chiều;Se lạnh;Giải khát;Đông;trái_cây;3.92;10/11/2025 12:26;Soda táo, size M, 100% đường, 0% đá. Phù hợp se lạnh • Giải khát.
8739;Đá xay;Cà phê dừa đá xay;L;0;0;Lạnh;;Sữa tươi;50000;320;Thấp;FALSE;FALSE;Trưa;Se lạnh;Thư giãn;Đông;;4.37;10/11/2025 12:26;Cà phê dừa đá xay, size L, 0% đường, 0% đá. Phù hợp se lạnh • Thư giãn.
8740;Sữa chua;Sữa chua xoài;L;0;50;Lạnh;Trân châu hoàng kim;Sữa đậu nành;43000;227;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Năng lượng;Thu;trái_cây;4.17;10/11/2025 12:26;Sữa chua xoài, size L, 0% đường, 50% đá. Phù hợp nắng nóng • Năng lượng.
8741;Đá xay;Oreo đá xay;S;30;30;Lạnh;Pudding trứng;Sữa đậu nành;43000;380;Thấp;FALSE;TRUE;Trưa;Nắng nóng;Giải khát;Thu;;4.74;10/11/2025 12:26;Oreo đá xay, size S, 30% đường, 30% đá. Phù hợp nắng nóng • Giải khát.
8742;Soda;Soda chanh;S;30;30;Lạnh;;Không sữa;23000;128;Thấp;TRUE;TRUE;Chiều;Bình thường;Thư giãn;Thu;trái_cây;3.79;10/11/2025 12:26;Soda chanh, size S, 30% đường, 30% đá. Phù hợp bình thường • Thư giãn.
8743;Cà phê;Mocha;L;100;70;Nóng;;Sữa không lactose;38000;120;Cao;FALSE;TRUE;Sáng;Mưa;Tập trung;Thu;cafein_cao;4.06;10/11/2025 12:26;Mocha, size L, 100% đường, 70% đá. Phù hợp mưa • Tập trung.
8744;Sữa chua;Sữa chua xoài;M;30;50;Nóng;Thạch phô mai;Sữa tươi;38000;290;Thấp;FALSE;FALSE;Tối;Se lạnh;Tập trung;Thu;trái_cây;4.06;10/11/2025 12:26;Sữa chua xoài, size M, 30% đường, 50% đá. Phù hợp se lạnh • Tập trung.
8745;Đá xay;Cà phê dừa đá xay;M;70;50;Lạnh;;Sữa đậu nành;45000;388;Thấp;TRUE;TRUE;Trưa;Se lạnh;Giải khát;Xuân;;3.79;10/11/2025 12:26;Cà phê dừa đá xay, size M, 70% đường, 50% đá. Phù hợp se lạnh • Giải khát.
8746;Cà phê;Brown sugar latte;S;100;30;Nóng;Thạch nha đam, Sương sáo;Không sữa;31000;124;Cao;TRUE;TRUE;Sáng;Nắng nóng;Năng lượng;Hạ;cafein_cao;3.89;10/11/2025 12:26;Brown sugar latte, size S, 100% đường, 30% đá. Phù hợp nắng nóng • Năng lượng.
8747;Đá xay;Dâu đá xay;M;30;0;Lạnh;Kem cheese;Sữa tươi;54000;423;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Giải khát;Thu;trái_cây;4.82;10/11/2025 12:26;Dâu đá xay, size M, 30% đường, 0% đá. Phù hợp nắng nóng • Giải khát.
8748;Sữa chua;Sữa chua dâu;M;50;30;Lạnh;;Sữa tươi;35000;275;Thấp;FALSE;FALSE;Chiều;Se lạnh;Thư giãn;Thu;trái_cây;3.92;10/11/2025 12:26;Sữa chua dâu, size M, 50% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
8749;Trà trái cây;Trà cam bưởi;M;70;30;Lạnh;Sương sáo, Kem cheese;Không sữa;39000;168;Thấp;FALSE;FALSE;Trưa;Bình thường;Giải khát;Đông;trái_cây;3.66;10/11/2025 12:26;Trà cam bưởi, size M, 70% đường, 30% đá. Phù hợp bình thường • Giải khát.
8750;Soda;Soda kiwi;M;0;50;Lạnh;Trân châu đen, Sương sáo;Sữa tươi;37000;182;Thấp;FALSE;FALSE;Chiều;Se lạnh;Năng lượng;Đông;trái_cây;4.89;10/11/2025 12:26;Soda kiwi, size M, 0% đường, 50% đá. Phù hợp se lạnh • Năng lượng.
8751;Sữa chua;Sữa chua xoài;M;100;0;Nóng;Bánh flan, Sương sáo;Không sữa;38000;343;Thấp;FALSE;FALSE;Trưa;Mưa;Năng lượng;Thu;trái_cây;4.5;10/11/2025 12:26;Sữa chua xoài, size M, 100% đường, 0% đá. Phù hợp mưa • Năng lượng.
8752;Soda;Soda kiwi;M;0;70;Lạnh;;Sữa yến mạch;31000;126;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Hạ;trái_cây;4.57;10/11/2025 12:26;Soda kiwi, size M, 0% đường, 70% đá. Phù hợp mưa • Tập trung.
8753;Soda;Soda cam;S;100;0;Lạnh;;Sữa tươi;26000;210;Thấp;FALSE;FALSE;Sáng;Bình thường;Thư giãn;Xuân;trái_cây;4.7;10/11/2025 12:26;Soda cam, size S, 100% đường, 0% đá. Phù hợp bình thường • Thư giãn.
8754;Cà phê;Cà phê trứng;S;50;0;Lạnh;;Sữa không lactose;28000;100;Cao;FALSE;TRUE;Tối;Mưa;Năng lượng;Hạ;cafein_cao;4.15;10/11/2025 12:26;Cà phê trứng, size S, 50% đường, 0% đá. Phù hợp mưa • Năng lượng.
8755;Đá xay;Cà phê dừa đá xay;M;100;0;Lạnh;Thạch đào, Hạnh nhân lát;Sữa yến mạch;51000;561;Thấp;TRUE;TRUE;Chiều;Bình thường;Giải khát;Xuân;;4.42;10/11/2025 12:26;Cà phê dừa đá xay, size M, 100% đường, 0% đá. Phù hợp bình thường • Giải khát.
8756;Sữa chua;Sữa chua xoài;L;0;50;Nóng;;Sữa đậu nành;40000;198;Thấp;TRUE;TRUE;Chiều;Mưa;Thư giãn;Xuân;trái_cây;3.54;10/11/2025 12:26;Sữa chua xoài, size L, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
8757;Sữa chua;Sữa chua việt quất;S;30;100;Nóng;Trân châu sợi, Pudding trứng;Không sữa;33000;263;Thấp;FALSE;TRUE;Sáng;Mưa;Tập trung;Hạ;;3.53;10/11/2025 12:26;Sữa chua việt quất, size S, 30% đường, 100% đá. Phù hợp mưa • Tập trung.
8758;Cà phê;Cà phê muối;M;50;0;Lạnh;Sương sáo, Trân châu hoàng kim;Không sữa;36000;104;Cao;TRUE;TRUE;Sáng;Nắng nóng;Tập trung;Thu;cafein_cao;3.53;10/11/2025 12:26;Cà phê muối, size M, 50% đường, 0% đá. Phù hợp nắng nóng • Tập trung.
8759;Đá xay;Oreo đá xay;S;50;50;Lạnh;Thạch phô mai, Trân châu đen;Sữa đậu nành;46000;468;Thấp;FALSE;FALSE;Sáng;Se lạnh;Giải khát;Hạ;;4.44;10/11/2025 12:26;Oreo đá xay, size S, 50% đường, 50% đá. Phù hợp se lạnh • Giải khát.
8760;Sữa chua;Sữa chua việt quất;S;0;0;Lạnh;Thạch phô mai, Bánh flan;Sữa đậu nành;36000;257;Thấp;FALSE;FALSE;Trưa;Bình thường;Tập trung;Xuân;;3.82;10/11/2025 12:26;Sữa chua việt quất, size S, 0% đường, 0% đá. Phù hợp bình thường • Tập trung.
8761;Soda;Soda dâu;L;50;0;Lạnh;;Sữa đậu nành;36000;157;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Hạ;trái_cây;4.82;10/11/2025 12:26;Soda dâu, size L, 50% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
8762;Trà trái cây;Trà kiwi tươi;M;70;0;Nóng;Pudding trứng;Sữa đậu nành;33000;167;Trung bình;FALSE;TRUE;Sáng;Se lạnh;Tập trung;Hạ;trái_cây;3.7;10/11/2025 12:26;Trà kiwi tươi, size M, 70% đường, 0% đá. Phù hợp se lạnh • Tập trung.
8763;Đá xay;Cà phê dừa đá xay;M;30;30;Lạnh;Trân châu đen;Sữa đậu nành;48000;380;Thấp;TRUE;TRUE;Chiều;Mưa;Tập trung;Thu;;4.58;10/11/2025 12:26;Cà phê dừa đá xay, size M, 30% đường, 30% đá. Phù hợp mưa • Tập trung.
8764;Trà sữa;Trà sữa quýt kem cheese;M;30;30;Lạnh;Kem cheese;Sữa yến mạch;46000;309;Thấp;FALSE;FALSE;Trưa;Se lạnh;Năng lượng;Đông;kem_cheese, trái_cây;4.49;10/11/2025 12:26;Trà sữa quýt kem cheese, size M, 30% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
8765;Trà sữa;Trà sữa cam sả;M;50;30;Lạnh;;Không sữa;34000;260;Trung bình;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Thu;trái_cây;4.74;10/11/2025 12:26;Trà sữa cam sả, size M, 50% đường, 30% đá. Phù hợp bình thường • Thư giãn.
8766;Sữa chua;Sữa chua xoài;S;30;70;Lạnh;Kem cheese;Sữa tươi;39000;290;Thấp;FALSE;FALSE;Trưa;Bình thường;Giải khát;Thu;trái_cây;4.49;10/11/2025 12:26;Sữa chua xoài, size S, 30% đường, 70% đá. Phù hợp bình thường • Giải khát.
8767;Đá xay;Xoài đá xay;S;50;0;Lạnh;Sương sáo;Sữa đậu nành;43000;413;Thấp;TRUE;TRUE;Tối;Se lạnh;Giải khát;Đông;trái_cây;3.79;10/11/2025 12:26;Xoài đá xay, size S, 50% đường, 0% đá. Phù hợp se lạnh • Giải khát.
8768;Sữa chua;Sữa chua nha đam;S;70;0;Nóng;Trân châu đen, Bánh flan;Sữa tươi;36000;386;Thấp;FALSE;FALSE;Tối;Nắng nóng;Năng lượng;Đông;;4.89;10/11/2025 12:26;Sữa chua nha đam, size S, 70% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
8769;Soda;Soda việt quất;L;30;0;Lạnh;Hạnh nhân lát, Thạch nha đam;Sữa yến mạch;42000;188;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Xuân;;3.88;10/11/2025 12:26;Soda việt quất, size L, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
8770;Trà trái cây;Trà đào lạnh;L;50;0;Lạnh;Trân châu sợi, Thạch nha đam;Sữa yến mạch;41000;175;Trung bình;TRUE;TRUE;Sáng;Mưa;Thư giãn;Thu;trái_cây;4.38;10/11/2025 12:26;Trà đào lạnh, size L, 50% đường, 0% đá. Phù hợp mưa • Thư giãn.
8771;Trà trái cây;Trà táo;M;50;0;Lạnh;;Không sữa;27000;120;Trung bình;TRUE;TRUE;Tối;Nắng nóng;Năng lượng;Đông;trái_cây;3.42;10/11/2025 12:26;Trà táo, size M, 50% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
8772;Soda;Soda cam;L;0;0;Lạnh;;Sữa tươi;36000;140;Thấp;FALSE;FALSE;Sáng;Mưa;Giải khát;Đông;trái_cây;4.65;10/11/2025 12:26;Soda cam, size L, 0% đường, 0% đá. Phù hợp mưa • Giải khát.
8773;Trà trái cây;Trà chanh tươi;L;30;50;Nóng;;Sữa tươi;35000;138;Trung bình;FALSE;FALSE;Tối;Bình thường;Năng lượng;Đông;trái_cây;3.94;10/11/2025 12:26;Trà chanh tươi, size L, 30% đường, 50% đá. Phù hợp bình thường • Năng lượng.
8774;Trà trái cây;Trà táo;S;0;50;Lạnh;Trân châu sợi;Sữa yến mạch;28000;124;Trung bình;TRUE;TRUE;Tối;Nắng nóng;Tập trung;Xuân;trái_cây;4.26;10/11/2025 12:26;Trà táo, size S, 0% đường, 50% đá. Phù hợp nắng nóng • Tập trung.
8775;Trà sữa;Trà sữa chanh dây caramen;L;30;50;Lạnh;Pudding trứng;Sữa hạnh nhân;45000;309;Trung bình;FALSE;TRUE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;4.3;10/11/2025 12:26;Trà sữa chanh dây caramen, size L, 30% đường, 50% đá. Phù hợp nắng nóng • Năng lượng.
8776;Cà phê;Mocha;M;50;70;Nóng;Hạnh nhân lát, Trân châu sợi;Sữa đậu nành;39000;117;Cao;TRUE;TRUE;Tối;Nắng nóng;Tập trung;Hạ;cafein_cao;3.61;10/11/2025 12:26;Mocha, size M, 50% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
8777;Sữa chua;Sữa chua nha đam;M;100;30;Nóng;;Sữa tươi;35000;330;Thấp;FALSE;FALSE;Chiều;Bình thường;Thư giãn;Thu;;3.63;10/11/2025 12:26;Sữa chua nha đam, size M, 100% đường, 30% đá. Phù hợp bình thường • Thư giãn.
8778;Sữa chua;Sữa chua nha đam;M;70;70;Nóng;;Sữa đậu nành;35000;267;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Xuân;;4.56;10/11/2025 12:26;Sữa chua nha đam, size M, 70% đường, 70% đá. Phù hợp se lạnh • Giải khát.
8779;Trà sữa;Trà đen kem cheese kem trứng;L;50;0;Lạnh;Thạch phô mai, Sương sáo;Sữa yến mạch;54000;380;Trung bình;FALSE;FALSE;Sáng;Bình thường;Thư giãn;Đông;kem_cheese;3.87;10/11/2025 12:26;Trà đen kem cheese kem trứng, size L, 50% đường, 0% đá. Phù hợp bình thường • Thư giãn.
8780;Trà trái cây;Trà đào;L;50;100;Nóng;Pudding trứng, Trân châu hoàng kim;Sữa yến mạch;41000;175;Trung bình;FALSE;TRUE;Tối;Bình thường;Thư giãn;Đông;trái_cây;3.7;10/11/2025 12:26;Trà đào, size L, 50% đường, 100% đá. Phù hợp bình thường • Thư giãn.
8781;Trà trái cây;Trà bưởi;M;0;0;Lạnh;;Sữa yến mạch;30000;108;Thấp;TRUE;TRUE;Tối;Mưa;Giải khát;Hạ;trái_cây;3.57;10/11/2025 12:26;Trà bưởi, size M, 0% đường, 0% đá. Phù hợp mưa • Giải khát.
8782;Cà phê;Cà phê trứng;M;0;30;Nóng;Trân châu hoàng kim, Dừa khô;Sữa không lactose;39000;104;Cao;FALSE;TRUE;Chiều;Mưa;Giải khát;Thu;cafein_cao;3.85;10/11/2025 12:26;Cà phê trứng, size M, 0% đường, 30% đá. Phù hợp mưa • Giải khát.
8783;Cà phê;Cold brew cam sả;L;70;50;Lạnh;Kem cheese, Thạch đào;Sữa tươi;50000;140;Cao;FALSE;FALSE;Chiều;Nắng nóng;Tập trung;Đông;trái_cây, cafein_cao;4.77;10/11/2025 12:26;Cold brew cam sả, size L, 70% đường, 50% đá. Phù hợp nắng nóng • Tập trung.
8784;Sữa chua;Sữa chua việt quất;L;30;0;Nóng;;Sữa yến mạch;40000;227;Thấp;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Xuân;;3.53;10/11/2025 12:26;Sữa chua việt quất, size L, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
8785;Trà sữa;Trà sữa ổi hồng caramen;M;100;100;Nóng;Trân châu hoàng kim;Sữa đậu nành;40000;403;Thấp;TRUE;TRUE;Sáng;Mưa;Giải khát;Đông;trái_cây;3.69;10/11/2025 12:26;Trà sữa ổi hồng caramen, size M, 100% đường, 100% đá. Phù hợp mưa • Giải khát.
8786;Đá xay;Dâu đá xay;S;70;100;Lạnh;Thạch đào, Thạch nha đam;Sữa đậu nành;46000;505;Thấp;TRUE;TRUE;Trưa;Bình thường;Giải khát;Thu;trái_cây;3.67;10/11/2025 12:26;Dâu đá xay, size S, 70% đường, 100% đá. Phù hợp bình thường • Giải khát.
8787;Cà phê;Cà phê sữa đá;M;100;0;Nóng;Kem cheese, Bánh flan;Sữa yến mạch;45000;140;Cao;FALSE;FALSE;Sáng;Nắng nóng;Năng lượng;Thu;cafein_cao;3.56;10/11/2025 12:26;Cà phê sữa đá, size M, 100% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
8788;Cà phê;Cà phê muối;M;50;0;Lạnh;Hạnh nhân lát, Kem cheese;Sữa đậu nành;45000;117;Cao;FALSE;FALSE;Chiều;Mưa;Năng lượng;Xuân;cafein_cao;3.71;10/11/2025 12:26;Cà phê muối, size M, 50% đường, 0% đá. Phù hợp mưa • Năng lượng.
8789;Đá xay;Dâu đá xay;M;50;100;Lạnh;Trân châu hoàng kim, Pudding trứng;Không sữa;48000;416;Thấp;FALSE;TRUE;Tối;Bình thường;Năng lượng;Xuân;trái_cây;4.18;10/11/2025 12:26;Dâu đá xay, size M, 50% đường, 100% đá. Phù hợp bình thường • Năng lượng.
8790;Soda;Soda dâu;M;50;0;Lạnh;;Sữa yến mạch;31000;157;Thấp;TRUE;TRUE;Tối;Nắng nóng;Tập trung;Thu;trái_cây;3.67;10/11/2025 12:26;Soda dâu, size M, 50% đường, 0% đá. Phù hợp nắng nóng • Tập trung.
